i,org_name,country,Address,website,phoneNo,language
4000,I.E.S. POETA PACO MOLLÁ,Spain,"Av. Reina Sofia, 21, 03610 Petrer, Alicante, Spain",iespacomolla.es,+34966957300,Spain
4001,Lake Michigan College,United States,"2755 E Napier Ave, Benton Harbor, MI 49022, United States",lakemichigancollege.edu,+1 269-927-1000,English
4238,Delia Memorial School (Broadway),Hong Kong,"80-86號, Broadway, Mei Foo Sun Chuen, Hong Kong",deliabw.edu.hk,+85227422028
4239,ISET Kairouan,Tunisia,"P2, Reggada 3191, Tunisia",isetkr.rnu.tn,+21677323300
4240,The Open Institute in Prishtina,Kosovo,"28 Rexhep Mala, Prishtina 10000",mesoonline-ks.org,M548+22 Pristina
4241,Applied Science University,Jordan,"Al-Arab St. 21, Amman, Jordan", ,
4242,Akwa Ibom State College of Education,Nigeria,,,
4243,Cousino High School,United States,"30333 Hoover Rd, Warren, MI 48093, United States",school.wcskids.net,+1 586-574-3100
4244,Korolyov Zhytomyr Military Institute,Ukraine,,,
4245,Сибирский федеральный университет,Russia,"Svobodnyy Ave, 82А, Krasnoyarsk, Krasnoyarsk Krai, Russia, 660041", ,
4246,IS Valdarno,Italy,,,
4247,"School of New Media, Zhejiang University of Media & Communications",China,,,
4248,David and Mary Thomson CI,Canada,"125 Brockley Dr, Toronto, ON M1P 0E3, Canada", ,
4249,GIATMARA Lenggong,Malaysia,"Plaza Lenggong, B-11, Jalan Alang Iskandar, Lenggong, 33400, Perak, 33400 Lenggong, Malaysia",,
4250,Fundacion CIDCA,Colombia,"27, Villavicencio, Meta, Colombia",,+573104738405
4251,College of the North Atlantic - Qatar,Qatar,"24449 Arab League St, Doha, Qatar", ,
4252,Stredná odborná škola technická,Slovakia,"Kukučínova 108/23, 040 01 Juh, Slovakia",soskuke.sk,
4253,Волжский гуманитарный институт,Russia,"Ulitsa 40 Let Pobedy, 11, Volzhskiy, Volgograd Oblast, Russia, 404133", ,
4254,"The Maldives National University - Faculty of Engineering, Science and Technology",Maldives,"371 Ameenee Magu, Malé 20371, Maldives",mnu.edu.mv,+960 334-5403
4255,BEM,Italy,,,
4256,Letcher County Central High School,United States,"435 Cougar Dr, Whitesburg, KY 41858, United States",letcher.kyschools.us,
4257,Business Incubator IT-Park Alania,Russia,,,
4258,3D INFORMATICA,Italy,"Via Speranza, 35, 40068 San Lazzaro di Savena BO, Italy",3di.it,+39 051 450844
4259,Centro de Capacitación para el Trabajo Industrial No.25,Mexico,"Calz. San Antonio Abad 32-Piso 2, Tránsito, Cuauhtémoc, 06820 Ciudad de México, CDMX, Mexico",icat.cdmx.gob.mx,+52 55 5740 0237
4260,Yadkin County Schools,United States,,,
4261,University of Memphis,United States,"3720 Alumni Ave, Memphis, TN 38152, United States",memphis.edu,+1 901-678-2000,English
4262,"INDUSTRIAL TRAINING INSTITUTE, VADGAM",India,,,
4263,INS Barres i Ones,Spain,"Ctra. Antiga de València, 95, 08913 Badalona, Barcelona, Spain",agora.xtec.cat,+34 933 87 44 04
4264,"Tatabanyai ISzK Mikes Kelemen Gimnazium, Szakkozepiskola es Szakiskola",Hungary,,,
4265,SENATI-Sede Puerto Maldonado,Peru,"Jr. Jr, Marcos Ruiz, Puerto Maldonado, Peru",senati.edu.pe,+51 82 573092
4266,Fort Zumwalt North High School,United States,"1230 Tom Ginnever Ave, O'Fallon, MO 63366, United States",nhs.fz.k12.mo.us,+1 636-272-4447
4267,I P C C,India,"2nd Floor, Thapar House, 124 Janpath, New Delhi, Delhi 110001",sustainabledevelopment.in,011 4372 3326,English
4268,Grapevine-Colleyville CHHS,United States,"5401 Heritage Ave, Colleyville, TX 76034, United States",chhs.gcisd.net,
4269,Satakunta University of Applied Sciences,Finland,"Satakunnankatu 23, 28130 Pori, Finland",samk.fi,+358 2 6203000,Finland
4270,Jackson Area Career Center,United States,"6800 Browns Lake Rd, Jackson, MI 49201, United States",jacc-mi.net,+1 517-768-5200
4271,University of Technology and Applied Sciences - Muscat Oman,Oman,"133 Al Khuwayral Al Janubyyah St, Muscat, Oman", ,
4272,Clear View Business Training Center,Macedonia (FYROM),"NH91, Tehsil Dadri, Greater Noida, Uttar Pradesh 201314",snu.edu.in,1800 102 1768
4273,Yalvaç Mesleki ve Teknik Anadolu Lisesi,Turkey,"Sanayi, Turgut Özal Blv. No:92/A, 32400 Yalvaç/Isparta, Turkey",,+902464415556
4274,BS WHI Neubrandenburg,Germany,,,
4275,Kuwait University,Kuwait,,,
4276,Universiteti për Biznes dhe Teknologji,Kosovo,"J5W3+V69, Prishtina 10000",ubt-uni.net,+377 44 541 400
4277,National School For Practical Engineers,Israel,"קרית הטכניון, Haifa, Israel",,
4278,黄冈职业技术学院,China,"China, Hubei, Huanggang, Huangzhou District, 十力路 邮政编码: 438002",,
4279,Collège la grange du bois,France,"2 Av. Victor Schoelcher, 77176 Savigny-le-Temple, France",clg-la-grange-du-bois-savigny-le-temple.fr,+33 1 64 10 84 64
4280,Universidad de Occidente,Mexico,"Blvd. Macario Gaxiola y Carretera internacional, México 15, 81223 Los Mochis, Sin., Mexico", ,
4281,Università degli Studi Mediterranea,Italy,"Via dell'Università, 25, 89124 Reggio Calabria RC, Italy",unirc.it,+39 0965 169 1207
4282,Instituto Profesional Santo Tomas - Sede Rancagua,Chile,,,
4283,SENATI - Sede de Tecnologías Ambientales,Peru,"C. Barbara D'Achile 230, Surquillo 15038, Peru",senati.edu.pe,+51 939 963 092
4284,"ФГБОУ ВО ""КубГУ"" филиал г. Славянск-на-Кубани",Russia,,,
4285,GIATMARA Bukit Bendera,Malaysia,,,
4286,Grenoble INP - Esisar,France,"50 Rue Barthélémy de Laffemas, 26000 Valence, France",esisar.grenoble-inp.fr,+33 4 75 75 94 00
4287,Fundación Universitaria INPAHU,Colombia,"Cra. 16 #39A, Localidad de Chapinero, Bogotá, Cundinamarca, Colombia", ,
4288,MOI Competence Center,Qatar,"9H93+P57, Doha, Qatar", ,
4289,North-Eastern Federal University in Yakutsk,Russia,"Belinsky str, 58, Yakutsk, Sakha Republic, Russia, 677027",s-vfu.ru,"2P95+W9 Yakutsk, Russia"
4290,Stredná odborná škola technická Michalovce,Slovakia,"Partizánska 1, 071 01 Michalovce-Stráňany, Slovakia",sostmi.edupage.org,
4291,Zambia Institue For Capacity Building / Breaking Barriers Academy,Zambia,,,
4292,Kurganinsk School #1,Russia,,,
4293,South Central Louisiana Technical College - Young Memorial Campus,United States,"900 Youngs Rd, Morgan City, LA 70380, United States",solacc.edu,+1 985-380-2957
4294,San Jose City Community College,United States,,,
4295,I.T.C. Don M. Arena Sciacca AG,Italy,"Via Vittoria Nenni, 2, 92019 Sciacca AG, Italy",iissarena.edu.it,+39092522510
4296,Centros de Integración Juvenil MHidlago,Mexico,"Bahía de Coqui 76, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX, Mexico",cij.gob.mx,+52 55 5260 0719
4297,ENGIM CSF,Italy,"Via del Murialdo, 1, 30035 Mirano VE, Italy",mirano.engimveneto.org,+39 041 430800
4298,Centro de Capacitación para el Trabajo Industrial No. 58,Mexico,"Av. San Rafael Atlixco S/n, Guadalupe del Moral, Iztapalapa, 09300 Ciudad de México, CDMX, Mexico",,
4299,Salesianos La Cuesta,Spain,"C. María Auxiliadora, 14, 38320 La Laguna, Santa Cruz de Tenerife, Spain",lacuesta.salesianos.edu,+34922646012
4300,Page High School,United States,"6281 Arno Rd, Franklin, TN 37064, United States",wcs.edu,+1 615-472-4730,English
4301,Liceum Ogólnokształcące im. Bohaterów Powstań Śląskich,Poland,,,
4302,New Horizons München,Germany,"Stahlgruberring 11-11a, 81829 München, Germany",newhorizons-munich.de,+49 89 997409350,English
4303,Zespół Szkół Ekonomiczno-Technicznych im. Kombatantów Ziemi Lwóweckiej w Rakowicach Wielkich,Poland,"Tama w Rakowicach Wielkich, Rakowice Wielkie 48, 59-600 Rakowice Wielkie, Poland",zsetrakowice.pl,+48 75 782 43 63
4304,"INDUSTRIAL TRAINING INSTITUTE, VAV",India,"Shree Maheta N.S.Vinay Mandir, NEAR NATIONAL HIGHWAY NO. 15, Gujarat 385575",gacvav.com,02740 227 101
4305,IES Almata,Spain,"Lugar Parc del Reial, s/n, 25600 Balaguer, Lleida, Spain",almata.cat,+34 973 44 56 91
4306,TSI CA Thirty,United States,,,
4307,"MVP Accelerator, Inc.",United States,"1F Business Center 12 Philexcel Business Park, MA, Manuel A. Roxas Hwy, Clark Freeport, Angeles, 2009 Pampanga, Philippines", ,
4308,SENA - Santa Marta,Colombia,"Av. Del Ferrocarril, Comuna 4, Santa Marta, Magdalena, Colombia",senamagdalena.blogspot.com.co,+576054212064
4309,Fanshawe College of Applied Arts and Technology,Canada,"Citi Plaza Mall, 355 Wellington St Unit 114, London, ON N6A 3N7, Canada",fanshawec.ca,+1 519-667-2392,English
4310,Generátor Alapítvány,Hungary,"Budapest, Delej u. 24, 1089 Hungary",autizmus.hu,+3612104364
4311,Universidad Tecnológica de Tula-Tepeji,Mexico,"Avenida Universidad Tecnológica, No. 1000, El Carmen, 42830 Hgo., Mexico",uttt.edu.mx,+52 773 732 9100,Spain
4312,CNA Mannheim,Germany,,,
4313,Yelets State University,Russia,"Ulitsa Kommunarov, 28, Yelets, Lipetsk Oblast, Russia, 399770",,
4314,今井 正文,Japan,,,
4315,Orange Unified School District,United States,,,
4316,Colegio Nacional E.M.D Dr. Fernando de la Mora,Paraguay,,,
4317,Hidden0906B,Lithuania,,,
4318,Association of Jordan University Friends,Palestine,"60 Frome St, Adelaide SA 5000, Australia",afopa.com.au,+61 8 8232 5273,English
4319,Faith Academy,United States,"510 NE 11th St, Guymon, OK 73942, United States",,
4320,McClusky Public School,United States,"219 Ave D W, McClusky, ND 58463, United States",,
4321,Olive-Harvey College,United States,"10001 S Woodlawn Ave, Chicago, IL 60628, United States",ccc.edu,,English
4322,Moscow Polytechnic College #39,Russia,,,
4323,Netplus College of Information Technology,Canada,"1891 Kennedy Rd Unit #3, Scarborough, ON M1P 2L9, Canada", ,
4324,Universidad Romulo Gallegos,Venezuela,,,
4325,GIATMARA Kuala Terengganu,Malaysia,"Lot 1080, Jalan Hj Busu, Batu Buruk, Terenganu, 20400 Kuala Terengganu, Malaysia",giatmara.edu.my,+60 9-620 3653
4326,CECI91-Miramar,Costa Rica,,,
4327,"ITPark, VNU-HCM",Vietnam,,,
4328,Centro de Estudios Tecnológicos Industrial y de Servicios98,Mexico,"Eje 5 Sur, Av. Leyes de Reforma S/n, Leyes de Reforma 3ra Secc, Iztapalapa, 09310 CDMX, Mexico",cetis153.edu.mx,+525556945680
4329,Escuela Colombiana de Ingeniería Julio Garavito,Colombia,"AK 45 (Autonorte) #205-59, Suba, Bogotá, Cundinamarca, Colombia",escuelaing.edu.co,+57 16683600,Spain
4330,SPS elektrotechnicka Presov,Slovakia,"Plzenská 2832, 080 01 Prešov, Slovakia",spse-po.sk,
4331,Southwest State University,Russia,"50 Let Oktyabrya Ulitsa, 94, Kursk, Kursk Oblast, Russia, 305040",,
4332,LP Jean Perrin,Reunion,"BP 502 97440, Rue du Lycée, Réunion",ac-reunion.fr,+262 262 58 84 40,France
4333,Ben Roshod Tamra,Israel,,,
4334,Test ITC 0408,Taiwan,,,
4335,IIS Luigi di Savoia-Rieti,Italy,"Viale Emilio Maraini, 54, 02100 Rieti RI, Italy",iisluigidisavoia.edu.it,+390746270870
4336,Zespol Szkol Technicznych i Licealnych nr 2,Poland,"Jana Kilińskiego 8C, 05-825 Grodzisk Mazowiecki, Poland",zstl2grodzisk.edu.pl,+48227555800
4337,IPSSAR M. Rossi Doria,Italy,,,
4338,Universidad De Nueva Extremadura,Mexico,"Gral. Ignacio Zaragoza 208, Cabecera Municipal (Apodaca), Apodaca Centro, 66600 Cd Apodaca, N.L., Mexico",,
4339,West Side Career & Technology Center,United States,"75 Evans St, Kingston, PA 18704, United States",wsctc.net,+1 570-288-8493
4340,Cégep de Chicoutimi,Canada,"534 Rue Jacques-Cartier E, Chicoutimi, QC G7H 1Z6, Canada",cchic.ca,+1 418-549-9520,France
4341,Macau Productivity and Technology Transfer Center,Macau,"175 R. de Xangai, Macao",,
4342,Lycée Cheikh Omar Foutiyou Tall,Senegal,"St Louis, Senegal", ,
4343,International School of Stuttgart,Germany,,,
4344,K J Somaiya College of Engineering,India,"Vidyanagar, Vidya Vihar East, Vidyavihar, Mumbai, Maharashtra 400077",kjsce.somaiya.edu,022 6644 9191
4345,Fairfield Public Schools,United States,"501 Kings Hwy E UNIT 210, Fairfield, CT 06825, United States",fairfieldschools.org,+1 203-255-8277
4346,Society for Research in Information and Social Technology Innovations (SRISTI),India,,,
4347,Universitat de Valencia,Spain,,,
4348,certification wing,United States,"14101 Sullyfield Cir #400c, Chantilly, VA 20151, United States", ,
4349,"INDUSTRIAL TRAINING INSTITUTE, CHANDKHEDA",India,,,
4350,IISS V. Ignazio Capizzi,Italy,,,
4351,SENATI-Sede Cusco,Peru,,,
4352,Cisco Academy Chiclayo,Peru,,,
4353,Montgomery County Public Schools-Christiansburg High School,United States,"100 Independence Blvd NW, Christiansburg, VA 24073, United States",chs.mcps.org,
4354,Lapin ammattikorkeakoulu,Finland,"Jokiväylä 11, 96300 Rovaniemi, Finland",lapinamk.fi,+358 20 7986000
4355,University of Applied Sciences Mannheim,Germany,"Paul-Wittsack-Straße 10, 68163 Mannheim, Germany",hs-mannheim.de,+496212926111,Germany
4356,"Bartın Teknik ve Endüstri Meslek Lisesi, Denizcilik Anadolu Meslek Lisesi",Turkey,,,
4357,Njala University,Sierra Leone,"Njala Campus, Bo, Sierra Leone",business.site,+232 78 615158,English
4358,ESPITA,Tunisia,"Campus Universitaire Boukhzar Route ceinture Bouhsina, Tunisia",espita.ens.tn,+21699666610
4359,California State University San Bernardino,United States,"5500 University Pkwy, San Bernardino, CA 92407, United States",csusb.edu,+1 909-537-5000,English
4360,Toyohashi Nishi Highschool,Japan,,,
4361,Dun Laoghaire Rathdown Library Service,Ireland,"2 Crofton Rd, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland",,
4362,Baker High School,United States,"8901 Airport Blvd, Mobile, AL 36608, United States",mcpss.com,+1 251-221-3000,English
4363,"National Pilot School of Software,Yunnan University",China,"2 Cuihu N Rd, Wuhua District, Kunming, Yunnan, China, 650106",ynu.edu.cn,+86 871 6503 0908,English
4364,Transversal,Haiti,"38 Route de Canapé Vert Port-au-Prince HT, 6115, Haiti",transversal.ht,+509 37 02 7275
4365,MOE-Eldad high-school Netanya,Israel,,,
4366,CIBERTEC,Peru,"Av. Carlos Izaguirre 233, San Martín de Porres 15311, Peru", ,
4367,Mott/Regent High School,United States,"205 Dakota Ave, Mott, ND 58646, United States",mott.k12.nd.us,
4368,Saransk Automechanical Technicum,Russia,,,
4369,Morris County School of Technology,United States,"400 E Main St, Denville, NJ 07834, United States",mcvts.org,,English
4370,Fundacite Guarico,Venezuela,,,
4371,Faculty of electronic engineering,Egypt,"H2G5+274 شبين الكوم، قسم شبين الكوم،, Menofia Governorate, Egypt", ,
4372,أكاديمية سيسكو الإقليمية,Qatar,,,
4373,GIATMARA Jempol,Malaysia,"Bandar Baru Serting, 72120 Bandar Seri Jempol, Negeri Sembilan, Malaysia",facebook.com,+60 6-458 1950
4374,IT Academy Seavus Education and Development Center (SEDC),Macedonia (FYROM),,,
4375,SVOS Modra,Slovakia,,,
4376,Compensar Unipanamericana Fundación Universitaria,Colombia,,,
4377,STMIK Swadharma,Indonesia,"Jl. Cabe IV No.20, Pd. Cabe Udik, Kec. Pamulang, Kota Tangerang Selatan, Banten 15418, Indonesia",swadharma.ac.id,+62217492432,English
4378,Yakutsk College of Communications and Energetics,Russia,,,
4379,Universidad Iberoamericana,Mexico,"Prol. Paseo de la Reforma primer nivel 880-Edificio “I, Lomas de Santa Fe, Ciudad de México, Mexico",ibero.mx,+525559504000
4380,Tarrant County College-Northwest,United States,"4801 Marine Creek Pkwy, Fort Worth, TX 76179, United States",tccd.edu,+1 817-515-8223,English
4381,FIDETIA,Spain,"Escuela Técnica Superior de Ingeniería Informática, Av. de la Reina Mercedes, 41012 Sevilla, Spain",fidetia.es,+34 954 55 68 23,Spain
4382,Global Knowledge,United States,,,
4383,VIT University Chennai,India,"Kelambakkam - Vandalur Rd, Rajan Nagar, Chennai, Tamil Nadu 600127",chennai.vit.ac.in,044 3993 1555
4384,John Murtha,Canada,"479 Airport Rd, Johnstown, PA 15904, United States",flyjst.com,
4385,Inver Hills Community College,United States,,,
4386,IMS Ghaziabad (UC Campus),India,,,
4387,New Horizons Leipzig,Germany,"Upper Ground Floor, South Wing, Nbcc Palce, Bhisma Pitamaha Road, Opposite Sai Baba Temple, New Delhi, Delhi 110003",newhorizons.com,01143612400
4388,Colegio Tecnico Profesional San Carlos,Costa Rica,,,
4389,Karnataka German Technical Training Institute (Bengaluru),India,"KGMSDC Society, CoE Building, Kaushalya Bhavan Campus, Banneraghatta Road, Bengaluru, Karnataka 560029", ,
4390,Highland Park High School,United States,"433 Vine Ave, Highland Park, IL 60035, United States",hphs.dist113.org,+1 224-765-2000
4391,ISS Pitagora,Italy,"Via Tiberio, 1, 80078 Pozzuoli NA, Italy",istitutostatalepitagora.it,+39 081 855 5372
4392,Universidad Tecnológica de la Zona Metropolitana de Guadalajara,Mexico,"Carretera Santa Cruz-San Isidro Km. 4.5, 45640 Santa Cruz de las Flores, Jal., Mexico",utzmg.edu.mx,+52 33 3770 1650,Spain
4393,Березняковская Средная школа,Kazakhstan,,,
4394,SENATI-Sede Tacna,Peru,,,
4395,Tanner Thomas Career Institute/ A & T Cisco Network Academy,United States,,,
4396,PSR ENGINEERING COLLEGE,India,"Sivakasi, Sevalpatti, Tamil Nadu 626140",psr.edu.in,04562 239 600
4397,Vision Charter Academy,United States,"263 Main St, Delta, CO 81416, United States",visioncharteracademy.org,+1 970-874-8336,English
4398,SENATI,Peru,,,
4399,School 1006,Russia,,,
4400,Association of Jordan University Friends,Palestine,"60 Frome St, Adelaide SA 5000, Australia",afopa.com.au,+61 8 8232 5273,English
4401,Alliance Academy for Innovation,United States,"1100 Lanier 400 Parkway, Cumming, GA 30040, United States",forsyth.k12.ga.us,+1 470-695-7823,English
4402,McGIll-Toolen Catholic High School,United States,"1501 Old Shell Rd, Mobile, AL 36604, United States",mcgill-toolen.org,
4403,Foro Consultivo Cientifico y Tecnologico,Mexico,"Av Melchor Ocampo 305, Santa Catarina, Coyoacán, 04010 Ciudad de México, CDMX, Mexico",,+525556118536
4404,昆明冶金高等专科学校计算机信息学院,China,,,
4405,Universidad en Estudios de Posgrado en Derecho,Mexico,,,
4406,I.E.S. Vega del Guadalete,Spain,"Av. el Bosque, 11570 La Barca de la Florida, Cádiz, Spain",iesvegadelguadalete.es,+34956709840
4407,Ozersk Technological University,Russia,,,
4408,Centennial College CTC,Canada,"941 Progress Ave, Scarborough, ON M1G 3T8, Canada",centennialcollege.ca,+1 416-289-5000
4409,FINKI UKIM,Macedonia (FYROM),,,
4410,TUTED,Turkey,"Balmumcu, Barbaros Blv. No:24, 34349 Beşiktaş/İstanbul, Turkey",,+902122671501
4411,Universidad Autónoma de Guadalajara,Mexico,,,
4412,CECI117-Marañonal Esparza,Costa Rica,,,
4413,New Educational Technologies,Russia,,,
4414,QA_GA3_ITC_Acad1,India,,,
4415,CORPORACION COMMUNITY NETWORK,Colombia,"Cra. 17 #32a-34, Bogotá, Colombia", ,
4416,Gymnazium Mikulasa Galandu,Slovakia,"Horné Rakovce 1440/29, 039 01 Turčianske Teplice, Slovakia",,
4417,Шатурский энергетический техникум,Russia,"Prospekt Il'icha, 2, Shatura, Moscow Oblast, Russia, 140700", ,
4418,Secretaria de Educacion Distrital (Centro Auxiliar de Servicios Docentes-CASD),Colombia,"Carrera 24A Calle 6, Barrio Niágara, Armenia, Quindío, Colombia",casdquindio.edu.co,,Spain
4419,Milli Egitim Bakanligi Egitim Teknolojileri Genel Mudurlugu,Turkey,"Fatih Mah. Hükümet Konağı, Saraykent Merkez, Saraykent, Yozgat, Turkey",saraykent.meb.gov.tr,+903543686459
4420,United Tribes Technical College,United States,,,
4421,Zespół Szkół Ponadgimnazjalnych nr 2 Centrum Kształcenie Praktycznego im. T. Kościuszki w Garwolinie,Poland,,,
4422,Ashland Community and Technical College,United States,"1400 College Drive, Ashland, KY 41101, United States",ashland.kctcs.edu,+1 606-326-2000,English
4423,MyComputerCareer,United States,"5511 Capital Center Dr Suite 500, Raleigh, NC 27606, United States", ,
4424,Black River Local Schools,United States,,,
4425,I.E.S. Oretania,Spain,"C. Fernando de Herrera, 8, 23700 Linares, Jaén, Spain",iesoretania.es,+34 953 60 98 51,Spain
4426,Alphax College,Kenya,"Langas Kapseret, Kenya",alphax.ac.ke,+254 723 118940,English
4427,Inver Hills Community College,United States,,,
4428,Allegany County Center for Career and Technology Education,United States,"14211 McMullen Hwy SW, Cumberland, MD 21502, United States",acpsmd.org,+1 301-729-6486,English
4429,Merrill High School,United States,"1201 North Sales Street, Merrill, WI 54452, United States",maps.k12.wi.us,+1 715-536-4594
4430,"INDUSTRIAL TRAINING INSTITUTE, MANSA",India,"FJPM+6C8, Gandhinagar, Gujarat 382810",,
4431,國立羅東高級工業職業學校,Taiwan,"No. 117, Guangxing Rd, Dongshan Township, Yilan County, Taiwan 269", ,
4432,"Instituto Tecnológico de Tlajomulco, Jal",Mexico,"Km 10 carr Tlajomulco, Cto. Metropolitano Sur, 45640 Tlajomulco de Zúñiga, Jal., Mexico",tlajomulco.tecnm.mx,+523329021130
4433,France CDA ASC,France,"8, Sector 5, Rama Krishna Puram, New Delhi, Delhi 110066",pcdarnd.gov.in,011 2619 1559
4434,Liska József Secondary Technical and Grammar School,Hungary,"Jászberény, Rákóczi út 13, 5100 Hungary",liska-szki.hu,+36 57 412 818
4435,SJB Institute of Technology.,India,"No.67, BGS Health & Education City, Dr.Vishnuvardhan Rd, Kengeri, Bengaluru, Karnataka 560060",sjbit.edu.in,080 2861 2445,English
4436,UNIVERSIDAD NUESTRA SEÑORA DEL CARMEN,Panama,"2HV4+JRV, Panamá, Panama",cnsc.edu.pa,+507 266-2829,Spain
4437,Integrated Polytechnic Regional College (IPRC Karongi),Rwanda,"W9F2+3HX, Gitesi, Rwanda",,+250788871075
4438,Faculty of Sciences of Gabes,Tunisia,"Cité Erriadh 6072, Zrig Eddakhlania, Tunisia",fsg.rnu.tn,+216 23 346 002
4439,Seinajoki University of Applied Sciences,Finland,"Kampusranta 11, 60320 Seinäjoki, Finland",seamk.fi,+358 20 1243000
4440,Kyungsung University,South Korea,"309 Suyeong-ro, Nam-gu, Busan, South Korea", ,
4441,AMIK New Media,Indonesia,"Jl. Tukad Barito Timur No. 5X, Panjer, Denpasar Selatan, Dauh Puri Klod, Denpasar Barat, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80224, Indonesia",newmed.ac.id,+62 813-3966-7272
4442,Chukyo University,Japan,"101-2 Yagotohonmachi, Showa Ward, Nagoya, Aichi 466-0825, Japan",chukyo-u.ac.jp,+81 52-835-7111
4443,SATEC @ W.A. Porter C.I.,Canada,"40 Fairfax Crescent, Scarborough, ON M1L 1Z9, Canada",schoolweb.tdsb.on.ca,+1 416-396-3365
4444,CentraleSupélec,France,"CentraleSupélec, 3 Rue Joliot Curie, 91190 Gif-sur-Yvette, France", ,
4445,Lac Hong Networking Academy,Vietnam,,,
4446,IUT des pays de I'Adour Universite de Pau,France,"Av. de l'Université, 64000 Pau, France",univ-pau.fr,+33 5 59 40 71 20,France
4447,ITIS Giuseppe Armellini Roma,Italy,"Largo Beato Placido Riccardi, 13, 00146 Roma RM, Italy",itisarmellini.edu.it,+39 06 1211 27360
4448,SecurTECH-CONSULTING SARL,Mali,,,
4449,Novokyibishevski Humanitarial Technological College,Russia,,,
4450,Shandong Agricultural University,China,"61 Daizong Ave, Taishan, Taian, Shandong, China, 271002",sdau.edu.cn,+86 538 824 1344
4451,Spojena skola Tvrdosin,Slovakia,"Medvedzie 133/1, 027 44 Tvrdošín, Slovakia",sstv.sk,
4452,"ТОО ""INTELLA""",Kazakhstan,"дом 29, Dinmukhamed Qonayev St, Astana 010000, Kazakhstan",intella.kz,+7 7172 28 00 82
4453,SED,Colombia,"Parque Industrial Gran Sabana, Tocancipá, Cundinamarca, Colombia",sed.international,+57 8614000
4454,Chipman Forest Avenue School,Canada,"33 Forest Ave, Chipman, NB E4A 1Z8, Canada",,
4455,Pan African Institute for Development-West Africa (PAID-WA),Cameroon,"Buea, Cameroon",paidafrica.org,+237233323415
4456,Collège La Boetie,France,"2 Rue Gabriel Tarde, 24200 Sarlat-la-Canéda, France",college-la-boetie.fr,+33 5 53 31 53 70,France
4457,Ibn Alhaytham high school,Israel,CF8J+6GG - الصفيا - Ajman - United Arab Emirates, ,
4458,National Institute of Technologies Training,Pakistan,"147-C Murree Road, Chowk, near lasania Restaurant 46000, Marir, Rawalpindi, Punjab 46000, Pakistan",nitt.pk,+92 317 1577797,English
4459,Fakultas Ilmu Komputer UI,Indonesia,"Jl. Prof. DR. Sudjono D. Pusponegoro, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16425, Indonesia",cs.ui.ac.id,+62 21 7863419,English
4460,Kolej Vokasional Miri,Malaysia,"Jalan Jee Foh 10, 98000 Miri, Sarawak, Malaysia",,
4461,Theodor-Litt-Schule,Germany,"Parkstraße 12-18, 24534 Neumünster, Germany",tls-nms.de,+49 4321 9424910,Germany
4462,Groupe ISM,Senegal,,,
4463,Instituto Tecnologico de Tlalnepantla,Mexico,"Av. Instituto Tecnológico s/n, La Comunidad, 54070 Tlalnepantla de Baz, Méx., Mexico",tlalnepantla.tecnm.mx,+525555653099
4464,FabLab Neuenstadt,Germany,"Öhringer Str. 24, 74196 Neuenstadt am Kocher, Germany",fablab-neuenstadt.de,+49 160 8546455,Germany
4465,Lokalna Akademija Telekoma Srbija,Serbia,"11000 Београд, Radivoja Koraća 4, Beograd, Serbia",telekom-nezavisnost.rs,+381 11 3447371,Suriname
4466,Majan University College,Oman,"Muscat, Oman", ,
4467,Instituto Tecnológico Sanmiguelense de Estudios Superiores A.C,Mexico,"Escuadron 201, Carretera San Miguel de Allende - Dr. Mora No. 10-Km. 0.5, Palmita de Landeta, San Miguel de Allende, Gto., Mexico",itses.edu.mx,+52 415 154 8484
4468,Amal colleges,Israel,,,
4469,مركز الحاسوب الحكومي - رام الله,Palestine,,,
4470,Departemen Fisika,Indonesia,"Jl. Raya Bandung Sumedang KM.21, Hegarmanah, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia", ,+622284288828
4471,SATEC @ W.A. Porter C.I.,Canada,"40 Fairfax Crescent, Scarborough, ON M1L 1Z9, Canada",schoolweb.tdsb.on.ca,+1 416-396-3365
4472,Sahavith Business Administration Technological College,Thailand,,,
4473,Aichi Institute of Technology,Japan,"Yachigusa-1247 Yakusacho, Toyota, Aichi 470-0356, Japan",ait.ac.jp,+81 565-48-8121
4474,Jordan University of Science and Technology,Jordan,"3030, Ar-Ramtha, Jordan", ,
4475,IT Faculty,Libya,,,
4476,Sup'Management,Mali,"297, rue 214, Bamako, Mali",supmanagement.ml,+223 20 21 34 04,France
4477,Casa Seis - Desafios E6G,Portugal,"Av. Timor Lorosae 12, 2735-521 Agualva-Cacém, Portugal",,
4478,Gymnázium - Gimnázium,Slovakia,,,
4479,Омский государственный технический университет,Russia,"Prospekt Mira, 11, Omsk, Omsk Oblast, Russia, 644050", ,
4480,Construir Futuro,Peru,"C. Miguel Dasso 139, San Isidro 15073, Peru",construirfuturo.org,+51999022290
4481,SMK Namira Tech Nusantara Medan,Indonesia,,,
