Org,Country,URL,InDB?,LinkedIn,LinkedIn Job Count,Address,Phone number,Country,Language,Contact Form,Company Email Address,Domain Admin,Domain Technical,Team Member - Email,Other Link,Date,Person name
Zespol Szkol Miejskich nr 1 w Grajewie,Poland,,,,,,,,,,,,,,,,
Westmoreland County Community College,United States,,,,,,,,,,,,,,,,
I.P. Cristo Rey,Spain,,,,,,,,,,,,,,,,
RuralNet ICT Academy,Kenya,,,,,,,,,,,,,,,,
Cerritos College,United States,,,,,,,,,,,,,,,,
Centro Polifunzionale Don Calabria,Italy,,,,,,,,,,,,,,,,
nfu,Sweden,,,,,,,,,,,,,,,,
Center PMSS School,Russia,,,,,,,,,,,,,,,,
Lviv Liceum of Physics and Mathematics,Ukraine,,,,,,,,,,,,,,,,
Institut de l'Ebre,Spain,,,,,,,,,,,,,,,,
STMIK PPKIA Pradnya Paramita Malang,Indonesia,,,,,,,,,,,,,,,,
Truckee Meadows Community College,United States,,,,,,,,,,,,,,,,
Krasnodar School #50,Russia,,,,,,,,,,,,,,,,
"Industrial Training Institute, Rasanpur",India,,,,,,,,,,,,,,,,
Singapore University of Social Sciences,Singapore,,,,,,,,,,,,,,,,
DREAMLIFE,Nigeria,,,,,,,,,,,,,,,,
Fakultas Teknik,Indonesia,,,,,,,,,,,,,,,,
Computer Academy Step - Rivne,Ukraine,,,,,,,,,,,,,,,,
T.C. MEB Mesleki ve Teknik Eğitim Genel Müdürlüğü,Turkey,,,,,,,,,,,,,,,,
Regimiento de Transmisiones 21,Spain,,,,,,,,,,,,,,,,
Lycée Edmond Michelet – Arpajon,France,,,,,,,,,,,,,,,,
"Wydzial Matematyki i Informatyki, Uniwersytet Warminsko-Mazurski w Olsztynie",Poland,,,,,,,,,,,,,,,,
Sentinel High School,United States,,,,,,,,,,,,,,,,
The Barrie Learning Centre,Canada,,,,,,,,,,,,,,,,
Universidad Panamericana,Mexico,,,,,,,,,,,,,,,,
Yancheng Teachers University School of Information Engineering,China,,,,,,,,,,,,,,,,
Marshall Academy,United States,,,,,,,,,,,,,,,,
Waterford Institute of Technology,Ireland,,,,,,,,,,,,,,,,
CIPFP Batoi,Spain,,,,,,,,,,,,,,,,
UFR Informatique LYON 1,France,,,,,,,,,,,,,,,,
"Collège de Lacanau, Aquitaine",France,,,,,,,,,,,,,,,,
Maina Wanjigi sec school,Kenya,,,,,,,,,,,,,,,,
Tennessee College of Applied Technology Oneida-Huntsville,United States,,,,,,,,,,,,,,,,
College of Information Science and Technology of Jinan University,China,,,,,,,,,,,,,,,,
Zespół Szkół Budowlanych w Żarach,Poland,,,,,,,,,,,,,,,,
guangdong university of foreign studies school of informatics,China,,,,,,,,,,,,,,,,
ulpanit mevaseret baruch,Israel,,,,,,,,,,,,,,,,
Tianjin College of University of Science and Technology Beijing,China,,,,,,,,,,,,,,,,
"Lycée Voillaume, Aulnay",France,,,,,,,,,,,,,,,,
Cybereches,Israel,,,,,,,,,,,,,,,,
Hochschule Aschaffenburg,Germany,,,,,,,,,,,,,,,,
Dallas College - Brookhaven,United States,,,,,,,,,,,,,,,,
SECURANCES,Peru,,,,,,,,,,,,,,,,
IUT R&T La Réunion,Reunion,,,,,,,,,,,,,,,,
Zespol Szkol Elektrycznych nr 1,Poland,,,,,,,,,,,,,,,,
Orta Doğu Teknik Universitesi,Turkey,,,,,,,,,,,,,,,,
Politeknik PIKSI INPUT SERANG,Indonesia,,,,,,,,,,,,,,,,
臺北市立松山高級工農職業學校,Taiwan,,,,,,,,,,,,,,,,
MoE-Qena TDC-EL- EL banat Farshot prep school,Egypt,,,,,,,,,,,,,,,,
Oak Park USD,United States,,,,,,,,,,,,,,,,
Yaroslavl Krasnotkackaya school,Russia,,,,,,,,,,,,,,,,
Vargater School #1,Russia,,,,,,,,,,,,,,,,
ITES Aldo Pasoli,Italy,,,,,,,,,,,,,,,,
Industrial College of Dnipropetrovsk,Ukraine,,,,,,,,,,,,,,,,
IES Manuel Vazquez Montalban,Spain,,,,,,,,,,,,,,,,
BBS I Technik Kaiserslautern,Germany,,,,,,,,,,,,,,,,
IIS Fermo Solari,Italy,,,,,,,,,,,,,,,,
421st Regiment (Regional Training Institute) NV Army Guard,United States,,,,,,,,,,,,,,,,
Krasnodar School #77,Russia,,,,,,,,,,,,,,,,
KPS NDONI,Nigeria,,,,,,,,,,,,,,,,
South Hills School of Business & Technology,United States,,,,,,,,,,,,,,,,
Barapada School of Engineering & Technology,India,,,,,,,,,,,,,,,,
Kattegatts gymnasiet,Sweden,,,,,,,,,,,,,,,,
Regimiento de Transmisiones 21,Spain,,,,,,,,,,,,,,,,
Kotarbinski University of Information Technology and Management in Olsztyn,Poland,,,,,,,,,,,,,,,,
Bossier Parish School for Technology and Innovative Learning,United States,,,,,,,,,,,,,,,,
Universidad Tecnologica del Valle de Toluca,Mexico,,,,,,,,,,,,,,,,
University of Montana,United States,,,,,,,,,,,,,,,,
Collège Aliénor d'Aquitaine de Salles,France,,,,,,,,,,,,,,,,
Corvinus Prudenti Nonprofit Kft.,Hungary,,,,,,,,,,,,,,,,
MOEC Famagusta 1,Cyprus,,,,,,,,,,,,,,,,
Gamalia institute,Egypt,,,,,,,,,,,,,,,,
广东工贸职业技术学院计算机工程系,China,,,,,,,,,,,,,,,,
مياج القصر الكبير,Morocco,,,,,,,,,,,,,,,,
Gebze STFA Mesleki Ve Teknik Anadolu Lisesi,Turkey,,,,,,,,,,,,,,,,
Institut Universitaire de Technologie - Université Paris Descartes,France,,,,,,,,,,,,,,,,
Milton Friedman Egyetem,Hungary,,,,,,,,,,,,,,,,
COLLECTELECOM,France,,,,,,,,,,,,,,,,
"VPSSS Blace, Serbia",Serbia,,,,,,,,,,,,,,,,
bts ensemble sainte-Marie,France,,,,,,,,,,,,,,,,
Hochalpine Institute,Switzerland,,,,,,,,,,,,,,,,
Wollega University,Ethiopia,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, RAJKOT (DISABLE)",India,,,,,,,,,,,,,,,,
Zespol Szkol Drogowo-Geodezyjnych i Licealnych im. Augusta Witkowskiego,Poland,,,,,,,,,,,,,,,,
"University of the West Indies, Open Campus, St. Kitts and Nevis",Saint Kitts and Nevis,,,,,,,,,,,,,,,,
eforhum,Italy,,,,,,,,,,,,,,,,
Kharkiv Polytechnic Institute,Ukraine,,,,,,,,,,,,,,,,
"University of Alaska-Anchorage, Goose Lake Campus",United States,,,,,,,,,,,,,,,,
DoDEA/Italy-Naples High School,United States,,,,,,,,,,,,,,,,
ITI Marconi,Italy,,,,,,,,,,,,,,,,
Lugnetgymnasiet,Sweden,,,,,,,,,,,,,,,,
IES SEVERO OCHOA,Spain,,,,,,,,,,,,,,,,
disco-TU Kaiserslautern,Germany,,,,,,,,,,,,,,,,
Krasnodar School #49,Russia,,,,,,,,,,,,,,,,
IIS Marco Polo,Italy,,,,,,,,,,,,,,,,
Полонська ЗОШ І-ІІІ ст.№3,Ukraine,,,,,,,,,,,,,,,,
Joseph Center,United States,,,,,,,,,,,,,,,,
MGSS-RUMUEME,Nigeria,,,,,,,,,,,,,,,,
IIPM-School of Engineering & Technology,India,,,,,,,,,,,,,,,,
Junior Achievement Kenya,Kenya,,,,,,,,,,,,,,,,
ESMOD ISEM,France,,,,,,,,,,,,,,,,
Zespół Szkół Elektronicznych i Telekomunikacyjnych,Poland,,,,,,,,,,,,,,,,
Collège Communautaire du Nouveau-Brunswick - Campus de Bathurst,Canada,,,,,,,,,,,,,,,,
Universidad Tecnológica de Tecamachalco,Mexico,,,,,,,,,,,,,,,,
Kyoto Women's University,Japan,,,,,,,,,,,,,,,,
"Collège Henri Dheurle, Aquitaine",France,,,,,,,,,,,,,,,,
Holland College,Canada,,,,,,,,,,,,,,,,
SUP MANAGEMENT,Morocco,,,,,,,,,,,,,,,,
"Education Information Center,Ningxia Preschool Education College",China,,,,,,,,,,,,,,,,
Politeknik Penerbangan Surabaya,Indonesia,,,,,,,,,,,,,,,,
LPP ARAGO SAINTE ANNE,France,,,,,,,,,,,,,,,,
The business academy in Nachod,Czechia,,,,,,,,,,,,,,,,
Розовый Слон,Russia,,,,,,,,,,,,,,,,
Universidad Católica de Santo Domingo,Dominican Republic,,,,,,,,,,,,,,,,
CFAI84 pole formation des industries technologiques,France,,,,,,,,,,,,,,,,
Zespol Szkol Rolnicze Centrum Ksztalcenia Ustawicznego,Poland,,,,,,,,,,,,,,,,
University of the Humanities-CA,Mongolia,,,,,,,,,,,,,,,,
"MAHILA INDUSTRIAL TRAINING INSTITUTE, RAJKOT CITY",India,,,,,,,,,,,,,,,,
Dover High School RCTC,United States,,,,,,,,,,,,,,,,
Groupe scolaire ESTRAN,France,,,,,,,,,,,,,,,,
DoDEA/Germany-Kaiserslautern High School,United States,,,,,,,,,,,,,,,,
Shawsheen Valley Vocational Technical High School,United States,,,,,,,,,,,,,,,,
The University of South Dakota,United States,,,,,,,,,,,,,,,,
Лабинский аграрный техникум,Russia,,,,,,,,,,,,,,,,
Meisterschule für Handwerker,Germany,,,,,,,,,,,,,,,,
周口师范学院,China,,,,,,,,,,,,,,,,
ITI G. MARCONI-GORGONZOLA,Italy,,,,,,,,,,,,,,,,
Aditya College of Engineering-404 (2nd Shift Polytechnic),India,,,,,,,,,,,,,,,,
Computer Academy Step - Poltava,Ukraine,,,,,,,,,,,,,,,,
SMK NEGERI 1 GEDANGAN MALANG,Indonesia,,,,,,,,,,,,,,,,
Amal Nofarim HIGH SCHOOL,Israel,,,,,,,,,,,,,,,,
BMSZC Bolyai János Műszaki Technikum és Kollégium,Hungary,,,,,,,,,,,,,,,,
I.E.S. Jorge Guillén,Spain,,,,,,,,,,,,,,,,
C. V. Raman Polytechnic,India,,,,,,,,,,,,,,,,
GSS ENEKA,Nigeria,,,,,,,,,,,,,,,,
SENATI Sede Chiclayo,Peru,,,,,,,,,,,,,,,,
Zespół Szkół Ekonomicznych im. Mikołaja Kopernika w Olsztynie,Poland,,,,,,,,,,,,,,,,
Sun Prairie High School,United States,,,,,,,,,,,,,,,,
Zespol Szkol Licealnych,Poland,,,,,,,,,,,,,,,,
Universidad Tecnológica de Tecámac,Mexico,,,,,,,,,,,,,,,,
Asian College of Technology International Educational Foundation,Philippines,,,,,,,,,,,,,,,,
College Communautaire du Nouveau Brunswick - Bathurst,Canada,,,,,,,,,,,,,,,,
Wisbygymnasiet,Sweden,,,,,,,,,,,,,,,,
"Universidad Tecnológica de México, Campus GDL",Mexico,,,,,,,,,,,,,,,,
St. Charles Community College,United States,,,,,,,,,,,,,,,,
"Collège Rosa Bonheur Bruges, Aquitaine",France,,,,,,,,,,,,,,,,
Tampa Preparatory School,United States,,,,,,,,,,,,,,,,
"5BN, 218th Regiment (SIG)",United States,,,,,,,,,,,,,,,,
Kano State Polytechnic,Nigeria,,,,,,,,,,,,,,,,
Texas School of Project Management,United States,,,,,,,,,,,,,,,,
Adventist University of West Africa,Liberia,,,,,,,,,,,,,,,,
IT Learning Meknes,Morocco,,,,,,,,,,,,,,,,
Zespol Szkol Nr 42 w Warszawie,Poland,,,,,,,,,,,,,,,,
Molochansk Specialized School №2,Ukraine,,,,,,,,,,,,,,,,
Universidad Tecnológica de Escuinapa,Mexico,,,,,,,,,,,,,,,,
AFIP FORMATIONS,France,,,,,,,,,,,,,,,,
Ulaanbaatar State University,Mongolia,,,,,,,,,,,,,,,,
Sukromna stredna odborna skola Postupimska,Slovakia,,,,,,,,,,,,,,,,
Powiatowe Centrum Edukacji i Kompetencji Zawodowych w Szczucinie,Poland,,,,,,,,,,,,,,,,
Fundacion Parque Tecnologico Universitario - LUZ,Venezuela,,,,,,,,,,,,,,,,
"Zespół Szkół ""Silesia""",Poland,,,,,,,,,,,,,,,,
David-Roentgen-Schule,Germany,,,,,,,,,,,,,,,,
LICEUL TEORETIC MIHAI VITEAZUL CARACAL,Romania,,,,,,,,,,,,,,,,
"Software Technology School,Henan University of Finance and Economics",China,,,,,,,,,,,,,,,,
IUT Senart LP ASR,France,,,,,,,,,,,,,,,,
Berufsb. Schule II Wirtschaft Kaiserslautern,Germany,,,,,,,,,,,,,,,,
AIIT,India,,,,,,,,,,,,,,,,
Highland School of Technology,United States,,,,,,,,,,,,,,,,
Centro de Formação de Basto,Portugal,,,,,,,,,,,,,,,,
Universidad Señor de Sipán,Peru,,,,,,,,,,,,,,,,
TESE,Mexico,,,,,,,,,,,,,,,,
CS Edu Idet,Poland,,,,,,,,,,,,,,,,
BET ELHEKMA HIGH SCHOOL,Israel,,,,,,,,,,,,,,,,
Colegio de Estudios Científicos y Tecnológicos No. 01 Oaxaca,Mexico,,,,,,,,,,,,,,,,
PoltNTU,Ukraine,,,,,,,,,,,,,,,,
Bajai SZC Kalocsai Dózsa György Technikum és Kollégium,Hungary,,,,,,,,,,,,,,,,
มหาวิทยาลัยขอนแก่น,Thailand,,,,,,,,,,,,,,,,
ESP/UCAD,Senegal,,,,,,,,,,,,,,,,
Purna Chandra Institute of Engineering & Technology,India,,,,,,,,,,,,,,,,
SPS AIRFORCE-RUMUOMASI,Nigeria,,,,,,,,,,,,,,,,
Uniwersytet Warmińsko-Mazurski w Olsztynie,Poland,,,,,,,,,,,,,,,,
SENATI - Sede Chepén,Peru,,,,,,,,,,,,,,,,
WITC Superior,United States,,,,,,,,,,,,,,,,
NETCOM,Pakistan,,,,,,,,,,,,,,,,
Universidad de Costa Rica,Costa Rica,,,,,,,,,,,,,,,,
Agrupamento de Escolas de Guia - CA,Portugal,,,,,,,,,,,,,,,,
Cedel,Italy,,,,,,,,,,,,,,,,
Quest Alliance,India,,,,,,,,,,,,,,,,
Harlandale ISD - IT Academy @ HHS,United States,,,,,,,,,,,,,,,,
Osaka University,Japan,,,,,,,,,,,,,,,,
InGenio Learning,Peru,,,,,,,,,,,,,,,,
IT Academy,Egypt,,,,,,,,,,,,,,,,
The Nyeri National Polytechnic,Kenya,,,,,,,,,,,,,,,,
South Central Technical College,United States,,,,,,,,,,,,,,,,
Vantage College,United States,,,,,,,,,,,,,,,,
MOE-Tzvia Yeshiva Petach Tikva,Israel,,,,,,,,,,,,,,,,
EFPC,Canada,,,,,,,,,,,,,,,,
Оріхівський НВК №2 ім. академіка В.А.Лазаряна,Ukraine,,,,,,,,,,,,,,,,
Trust Academy,Zimbabwe,,,,,,,,,,,,,,,,
ESME SUDRIA,France,,,,,,,,,,,,,,,,
IE N° 0069 Machu Picchu,Peru,,,,,,,,,,,,,,,,
Zespol Szkol Publicznych w Jozefoslawiu,Poland,,,,,,,,,,,,,,,,
National Technical University «Dnipro Polytechnic»,Ukraine,,,,,,,,,,,,,,,,
Waunakee Community High School,United States,,,,,,,,,,,,,,,,
Helwan University,Egypt,,,,,,,,,,,,,,,,
Red Bank Regional High School,United States,,,,,,,,,,,,,,,,
Grand Canyon University,United States,,,,,,,,,,,,,,,,
河南牧业经济学院,China,,,,,,,,,,,,,,,,
SEN-Louis BLERIOT-78,France,,,,,,,,,,,,,,,,
"Colegiul National ""Nicolae Iorga""",Romania,,,,,,,,,,,,,,,,
Lycée Dumont d'Urville,France,,,,,,,,,,,,,,,,
Academia Poeta-Copeme,Peru,,,,,,,,,,,,,,,,
Nogales High School,United States,,,,,,,,,,,,,,,,
DoDEA/Japan-Edgren High School,United States,,,,,,,,,,,,,,,,
Fundación Tierra para Todos,Ecuador,,,,,,,,,,,,,,,,
STTIKOM Insan Unggul,Indonesia,,,,,,,,,,,,,,,,
KIIT Polytechnic,India,,,,,,,,,,,,,,,,
Southern Crescent Technical College,United States,,,,,,,,,,,,,,,,
CAMPS RUMUOLUMENI,Nigeria,,,,,,,,,,,,,,,,
Goodwill Industries of Greater NY and Northern NJ,United States,,,,,,,,,,,,,,,,
Thomas S. Wootton High School,United States,,,,,,,,,,,,,,,,
Emerald Ridge High School,United States,,,,,,,,,,,,,,,,
SENATI-Sede Moyobamba,Peru,,,,,,,,,,,,,,,,
Universidad de Oriente Nueva Esparta,Venezuela,,,,,,,,,,,,,,,,
Zespół Szkół Zawodowych im.Stanisława Staszica w Aleksandrowie Łódzkim,Poland,,,,,,,,,,,,,,,,
ADRAR Formation,France,,,,,,,,,,,,,,,,
IES Valle del Jerte,Spain,,,,,,,,,,,,,,,,
BOLD Public High School,United States,,,,,,,,,,,,,,,,
Faculty of Electronic Eng.,Egypt,,,,,,,,,,,,,,,,
"Collège Nelson Mandela, Aquitaine",France,,,,,,,,,,,,,,,,
Jordan University of Science and Technology,Jordan,,,,,,,,,,,,,,,,
Technological College of Polygraphy and Design,Russia,,,,,,,,,,,,,,,,
Мелітопольський ліцей Творчість,Ukraine,,,,,,,,,,,,,,,,
Wolex Vintage Technologies,Nigeria,,,,,,,,,,,,,,,,
جامعة شعيب الدكالي,Morocco,,,,,,,,,,,,,,,,
Tech901,United States,,,,,,,,,,,,,,,,
University of Dubrovnik,Croatia,,,,,,,,,,,,,,,,
SENATI - ETI - SATIPO,Peru,,,,,,,,,,,,,,,,
INACAP - Sede Puente Alto,Chile,,,,,,,,,,,,,,,,
Zespol Szkol nr 19,Poland,,,,,,,,,,,,,,,,
Education Center of Race Communications,Russia,,,,,,,,,,,,,,,,
Gojan School of Business and Technology,India,,,,,,,,,,,,,,,,
Lycée Pasteur Mont-Roland Enseignement Supérieur,France,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, SAYLA",India,,,,,,,,,,,,,,,,
"National Institute of Technology, Suzuka College",Japan,,,,,,,,,,,,,,,,
Carl-Reuther-Berufskolleg,Germany,,,,,,,,,,,,,,,,
IT Association(Maaloumatiyoun),Lebanon,,,,,,,,,,,,,,,,
"Fundación Escuela Latinoamericana de Redes, Fundacion ESLARED",Venezuela,,,,,,,,,,,,,,,,
河南职业技术学院信息工程系,China,,,,,,,,,,,,,,,,
ICT Training & Services Centre,Italy,,,,,,,,,,,,,,,,
Universidad Politécnica de Altamira,Mexico,,,,,,,,,,,,,,,,
Poltek LP3i - Telsantara,Indonesia,,,,,,,,,,,,,,,,
Computer Academy Step - Mariupol,Ukraine,,,,,,,,,,,,,,,,
IISS Vico - Laterza (TA),Italy,,,,,,,,,,,,,,,,
IUT DIJON-AUXERRE,France,,,,,,,,,,,,,,,,
CAMPS RUKPOKWU,Nigeria,,,,,,,,,,,,,,,,
"DIET,BARIPADA",India,,,,,,,,,,,,,,,,
NTI-gymnasiet Stockholm,Sweden,,,,,,,,,,,,,,,,
Montgomery College,United States,,,,,,,,,,,,,,,,
Uniwersytet Warmińsko-Mazurski,Poland,,,,,,,,,,,,,,,,
Bfz-Essen GmbH,Germany,,,,,,,,,,,,,,,,
Universidad Salvadoreña Alberto Masferrer,El Salvador,,,,,,,,,,,,,,,,
lycée fenelon notre dame,France,,,,,,,,,,,,,,,,
Uniwersytet Technologiczno-Przyrodniczy,Poland,,,,,,,,,,,,,,,,
Instituto Tecnológico Superior de Los Reyes,Mexico,,,,,,,,,,,,,,,,
Mugdha,Haiti,,,,,,,,,,,,,,,,
SENATI-Sede Chachapoyas,Peru,,,,,,,,,,,,,,,,
Marble Falls High School,United States,,,,,,,,,,,,,,,,
Seresco,Spain,,,,,,,,,,,,,,,,
HiTechA,Palestine,,,,,,,,,,,,,,,,
china,China,,,,,,,,,,,,,,,,
"Collège Marie Bartette, Aquitaine",France,,,,,,,,,,,,,,,,
Université Libre des Pays des Grands Lacs,Democratic Republic of the Congo,,,,,,,,,,,,,,,,
Мелітопольська ЗОШ І-ІІІ ступенів № 24 ММР ЗО,Ukraine,,,,,,,,,,,,,,,,
Zespół Szkół nr 1,Poland,,,,,,,,,,,,,,,,
Jordan University of Science and Technology- CS,Jordan,,,,,,,,,,,,,,,,
ENSA Safi,Morocco,,,,,,,,,,,,,,,,
U. S. Army 369th SIG Bn 25U/P10,United States,,,,,,,,,,,,,,,,
Hochschule für Technik HSR,Switzerland,,,,,,,,,,,,,,,,
Projecto Mergulha Por Ti,Portugal,,,,,,,,,,,,,,,,
Lycée Théodore Aubanel,France,,,,,,,,,,,,,,,,
École 42,France,,,,,,,,,,,,,,,,
Weston County School District #7,United States,,,,,,,,,,,,,,,,
J.Monnet Foulayronnes,France,,,,,,,,,,,,,,,,
Harford Technical High School,United States,,,,,,,,,,,,,,,,
Eduard-Maurer-Oberstufenzentrum,Germany,,,,,,,,,,,,,,,,
Madison School District,United States,,,,,,,,,,,,,,,,
National Energy Skills Center,Trinidad and Tobago,,,,,,,,,,,,,,,,
ABİDİNPAŞA MESLEKİ VE TEKNİK ANADOLU LİSESİ,Turkey,,,,,,,,,,,,,,,,
ICT Training & Services Centre,Italy,,,,,,,,,,,,,,,,
Centro de Formação de Professores do Nordeste Alentejano,Portugal,,,,,,,,,,,,,,,,
Henan Institute of Education,China,,,,,,,,,,,,,,,,
Universidad Politécnica de García,Mexico,,,,,,,,,,,,,,,,
CENTRO DE ENTRENAMIENTO EN TECNOLOGÍAS DE INFORMACIÓN - CETI,Peru,,,,,,,,,,,,,,,,
IUT BLOIS - DEPARTEMENT RESEAUX ET TELECOMMUNICATIONS,France,,,,,,,,,,,,,,,,
UNITEN,Malaysia,,,,,,,,,,,,,,,,
Providence University 靜宜大學,Taiwan,,,,,,,,,,,,,,,,
CAMPS RUMUOKPARA,Nigeria,,,,,,,,,,,,,,,,
V Liceum Ogólnokształcące im. Augusta Witkowskiego w Krakowie,Poland,,,,,,,,,,,,,,,,
Elinstitutionen,Sweden,,,,,,,,,,,,,,,,
Einstein School of Engineering,India,,,,,,,,,,,,,,,,
SENATI - Sede Casma,Peru,,,,,,,,,,,,,,,,
Sir Wilfrid Laurier CI,Canada,,,,,,,,,,,,,,,,
The Neta Project - Tel Aviv,Israel,,,,,,,,,,,,,,,,
University of Warmia & Mazury in Olsztyn,Poland,,,,,,,,,,,,,,,,
R.M.K. Engineering College,India,,,,,,,,,,,,,,,,
Universidad de Oriente,Venezuela,,,,,,,,,,,,,,,,
Centros de Integración Juvenil Toluca,Mexico,,,,,,,,,,,,,,,,
Oakland Schools Technical Campus Southeast,United States,,,,,,,,,,,,,,,,
L&N STEM Academy,United States,,,,,,,,,,,,,,,,
Riverside Secondary School,Canada,,,,,,,,,,,,,,,,
CESI Sud-Est,France,,,,,,,,,,,,,,,,
Capital Administration and Development Division,Pakistan,,,,,,,,,,,,,,,,
华南理工大学思科网络技术学院,China,,,,,,,,,,,,,,,,
ZSTiO w Iłowie-Osadzie,Poland,,,,,,,,,,,,,,,,
"Collège de l'Estey, Aquitaine",France,,,,,,,,,,,,,,,,
The Westminster Schools,United States,,,,,,,,,,,,,,,,
"КЗ ""Веселівська ЗОШ І-ІІІ ст. №1""",Ukraine,,,,,,,,,,,,,,,,
Immanuel Kant Baltic Federal University,Russia,,,,,,,,,,,,,,,,
HEART College of Innovation and Technology,Jamaica,,,,,,,,,,,,,,,,
Cooperativa Sulá Batsú R.L.,Costa Rica,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, VAGHAI",India,,,,,,,,,,,,,,,,
Universitaet Mainz,Germany,,,,,,,,,,,,,,,,
Katedra Telekomunikacji Akademii Gorniczo Hutniczej,Poland,,,,,,,,,,,,,,,,
Escola Superior de Tecnologia e Gestão de Bragança,Portugal,,,,,,,,,,,,,,,,
Ukrainian-American Lyceum of the Dnipro City Council,Ukraine,,,,,,,,,,,,,,,,
IESTP Red Avansys SAC,Peru,,,,,,,,,,,,,,,,
Colegiul Național „Constantin Diaconovici Loga” Caransebeș,Romania,,,,,,,,,,,,,,,,
LST Marconi Sabaudia,Italy,,,,,,,,,,,,,,,,
Universidad San Sebastian,Chile,,,,,,,,,,,,,,,,
Academie de Poitiers,France,,,,,,,,,,,,,,,,
Universidad Politécnica Mesoamericana,Mexico,,,,,,,,,,,,,,,,
"ZhengZhou Normal University,Faculty of Information Technology",China,,,,,,,,,,,,,,,,
Northern Michigan Partnership,United States,,,,,,,,,,,,,,,,
Computer Academy Step - Mykolaiv,Ukraine,,,,,,,,,,,,,,,,
CAMPS RUMU,Nigeria,,,,,,,,,,,,,,,,
Nagykanizsai SZC Zsigmondy Vilmos Technikum,Hungary,,,,,,,,,,,,,,,,
Nakhonratchasima College,Thailand,,,,,,,,,,,,,,,,
Zespol Szkol Technicznych i Placowek,Poland,,,,,,,,,,,,,,,,
ZSGiO,Poland,,,,,,,,,,,,,,,,
NEWLO-New Life Organization,Grenada,,,,,,,,,,,,,,,,
Mayurbhanj School of Engineering,India,,,,,,,,,,,,,,,,
PRASANTHI POLYTECHNIC,India,,,,,,,,,,,,,,,,
University of Warmia & Mazury in Olsztyn,Poland,,,,,,,,,,,,,,,,
B S Abdur Rahman University(Crescent Engg College),India,,,,,,,,,,,,,,,,
Applications Research Laboratory,United States,,,,,,,,,,,,,,,,
Alandalus University,Yemen,,,,,,,,,,,,,,,,
INSTITUTO UNIVERSITARIO POLITECNICO SANTIAGO MARINO-Barcelona,Venezuela,,,,,,,,,,,,,,,,
Mater Dei High School,United States,,,,,,,,,,,,,,,,
Instituto Tecnológico y de Estudios Superiores de Monterrey Campus Toluca,Mexico,,,,,,,,,,,,,,,,
EPSI Campus de Lille,France,,,,,,,,,,,,,,,,
Zespół Szkół nr 2 im. Tadeusza Kościuszki w Garwolinie,Poland,,,,,,,,,,,,,,,,
INSTITUCIÓN EDUCATIVA JUAN EVANGELISTA BERRIO,Colombia,,,,,,,,,,,,,,,,
Heritage Woods Secondary School,Canada,,,,,,,,,,,,,,,,
Meridian Community College,United States,,,,,,,,,,,,,,,,
Priazovs'ke High School №2,Ukraine,,,,,,,,,,,,,,,,
ISTA Lazaret Oujda,Morocco,,,,,,,,,,,,,,,,
HEART College of Innovation and Technology,Jamaica,,,,,,,,,,,,,,,,
CIP Piura,Peru,,,,,,,,,,,,,,,,
"Collège NOES Pessac, Aquitaine",France,,,,,,,,,,,,,,,,
IES IZPISUA BELMONTE,Spain,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, AHWA",India,,,,,,,,,,,,,,,,
Stowarzyszenie Misericordia w Zabrzu,Poland,,,,,,,,,,,,,,,,
广东白云学院大数据与计算机学院,China,,,,,,,,,,,,,,,,
ARRUPE JESUIT UNIVERSITY,Zimbabwe,,,,,,,,,,,,,,,,
"Pavlograd College of the NTU ""Dnipro Polytechnic""",Ukraine,,,,,,,,,,,,,,,,
ITI Bosco Lucarelli,Italy,,,,,,,,,,,,,,,,
Hochschule Luzern - Informatik,Switzerland,,,,,,,,,,,,,,,,
Zespol Szkol Ekonomicznych w Lublinie,Poland,,,,,,,,,,,,,,,,
"ГУ ""школа-гимназия №4 им.Ж.Жабаева""",Kazakhstan,,,,,,,,,,,,,,,,
HeNan sifajingguan zhiye xueyuan xinxijishuxi,China,,,,,,,,,,,,,,,,
taasiyeda,Israel,,,,,,,,,,,,,,,,
Ужгородський національний університет,Ukraine,,,,,,,,,,,,,,,,
Dunaferr Szakközép- és Szakiskola,Hungary,,,,,,,,,,,,,,,,
Стерлитамакский многопрофильный профессиональный колледж,Russia,,,,,,,,,,,,,,,,
CAMPS RUMUEKINI,Nigeria,,,,,,,,,,,,,,,,
SRI VARALAKSHMI POLYTECHNIC,India,,,,,,,,,,,,,,,,
Hannibal LaGrange University,United States,,,,,,,,,,,,,,,,
Zespol Szkol Mechanicznych,Poland,,,,,,,,,,,,,,,,
广安职业技术学院网路中心,China,,,,,,,,,,,,,,,,
Eastern Technical High School (English),United States,,,,,,,,,,,,,,,,
INSTITUTO UNIVERSITARIO POLITECNICO SANTIAGO MARINO-Barinas - CA,Venezuela,,,,,,,,,,,,,,,,
Capital Community College,United States,,,,,,,,,,,,,,,,
Instituto Superior de Ingeniería,Mexico,,,,,,,,,,,,,,,,
YESHIVAT Mate binyamin,Israel,,,,,,,,,,,,,,,,
